Row Labels,Lat,Long
RWS01_MONICA_00D005027400D0050005,52.3922,4.8124
RWS01_MONICA_00D005027400D0050009,52.3922,4.8124
RWS01_MONICA_00D00502741ED0070007,52.3921,4.8126
RWS01_MONICA_00D00502741ED007000B,52.3921,4.8126
RWS01_MONICA_00D005028819D0050005,52.3919,4.8201
RWS01_MONICA_00D005028819D0050009,52.3919,4.8201
RWS01_MONICA_00D005028832D0070007,52.3918,4.8201
RWS01_MONICA_00D005028832D007000B,52.3918,4.8201
RWS01_MONICA_00D005029C35D0050005,52.3919,4.8279
RWS01_MONICA_00D005029C35D0050009,52.3919,4.8279
RWS01_MONICA_00D005029C4ED0070007,52.3919,4.8278
RWS01_MONICA_00D005029C4ED007000B,52.3919,4.8278
RWS01_MONICA_00D00502B40ED0050005,52.3923,4.836
RWS01_MONICA_00D00502B40ED0050009,52.3923,4.836
RWS01_MONICA_00D00502B427D0070007,52.3921,4.8358
RWS01_MONICA_00D00502B427D007000B,52.3921,4.8358
RWS01_MONICA_00D00502C835D0050005,52.3952,4.8423
RWS01_MONICA_00D00502C835D0050009,52.3952,4.8423
RWS01_MONICA_00D00502C849D0070007,52.395,4.842
RWS01_MONICA_00D00502C849D007000B,52.395,4.842
RWS01_MONICA_00D00A01B400D0070007,52.3564,4.9659
RWS01_MONICA_00D00A01B400D007000B,52.3564,4.9659
RWS01_MONICA_00D00A01B400D007000F,52.3564,4.9659
RWS01_MONICA_00D00A01B400D0070307,52.3564,4.9659
RWS01_MONICA_00D00A01C046D0050005,52.3533,4.9644
RWS01_MONICA_00D00A01C046D0050009,52.3533,4.9644
RWS01_MONICA_00D00A01C046D005000D,52.3533,4.9644
RWS01_MONICA_00D00A01C40098200007,52.353,4.9639
RWS01_MONICA_00D00A01C4009820000B,52.353,4.9639
RWS01_MONICA_00D00A01C400D0070007,52.353,4.964
RWS01_MONICA_00D00A01C400D007000B,52.353,4.964
RWS01_MONICA_00D00A01C400D007000F,52.353,4.964
RWS01_MONICA_00D00A01C43C78200007,52.3528,4.9629
RWS01_MONICA_00D00A01DC2D98200007,52.3494,4.9649
RWS01_MONICA_00D00A01DC2D9820000B,52.3494,4.9649
RWS01_MONICA_00D00A01E055D0050005,52.3467,4.9587
RWS01_MONICA_00D00A01E055D0050009,52.3467,4.9587
RWS01_MONICA_00D00A01E055D005000D,52.3467,4.9587
RWS01_MONICA_00D00A01FC3C18200005,52.3414,4.9539
RWS01_MONICA_00D00A02045A08200007,52.3402,4.9513
RWS01_MONICA_00D00A02045AD0050005,52.3399,4.9514
RWS01_MONICA_00D00A02045AD0050009,52.3399,4.9514
RWS01_MONICA_00D00A02045AD005000D,52.3399,4.9514
RWS01_MONICA_00D00A02045AD0050011,52.3399,4.9514
RWS01_MONICA_00D00A02045AD0070007,52.34,4.9513
RWS01_MONICA_00D00A02045AD007000B,52.34,4.9513
RWS01_MONICA_00D00A02045AD007000F,52.34,4.9513
RWS01_MONICA_00D00A02045AD0070307,52.34,4.9513
RWS01_MONICA_00D00A020C3710200005,52.3389,4.9496
RWS01_MONICA_00D00A021C0FD0050005,52.3376,4.9445
RWS01_MONICA_00D00A021C0FD0050009,52.3376,4.9445
RWS01_MONICA_00D00A021C0FD005000D,52.3376,4.9445
RWS01_MONICA_00D00A021C0FD0050011,52.3376,4.9445
RWS01_MONICA_00D00A021C0FD0050305,52.3376,4.9445
RWS01_MONICA_00D00A02245018200005,52.3366,4.9412
RWS01_MONICA_00D00A02281900200007,52.3367,4.9403
RWS01_MONICA_00D00A022850D0070007,52.3364,4.9397
RWS01_MONICA_00D00A022850D007000B,52.3364,4.9397
RWS01_MONICA_00D00A022850D007000F,52.3364,4.9397
RWS01_MONICA_00D00A022850D0070013,52.3364,4.9397
RWS01_MONICA_00D00A02301408200007,52.3357,4.9379
RWS01_MONICA_00D00A02301410200005,52.3354,4.9382
RWS01_MONICA_00D00A02301410200009,52.3354,4.9382
RWS01_MONICA_00D00A023014D0050005,52.3356,4.9381
RWS01_MONICA_00D00A023014D0050009,52.3356,4.9381
RWS01_MONICA_00D00A023014D005000D,52.3356,4.9381
RWS01_MONICA_00D00A023014D0050011,52.3356,4.9381
RWS01_MONICA_00D00A02483218200005,52.3327,4.9303
RWS01_MONICA_00D00A02484100200007,52.3329,4.9296
RWS01_MONICA_00D00A024C4B10200005,52.3318,4.9287
RWS01_MONICA_00D00A024C4BD0050005,52.3322,4.9285
RWS01_MONICA_00D00A024C4BD0050009,52.3322,4.9285
RWS01_MONICA_00D00A024C4BD005000D,52.3322,4.9285
RWS01_MONICA_00D00A024C4BD0050011,52.3322,4.9285
RWS01_MONICA_00D00A024C5508200007,52.3326,4.9279
RWS01_MONICA_00D00A024C55D0070007,52.3323,4.9283
RWS01_MONICA_00D00A024C55D007000B,52.3323,4.9283
RWS01_MONICA_00D00A024C55D007000F,52.3323,4.9283
RWS01_MONICA_00D00A024C55D0070013,52.3323,4.9283
RWS01_MONICA_00D00A026416D0070007,52.3299,4.9214
RWS01_MONICA_00D00A026416D007000B,52.3299,4.9214
RWS01_MONICA_00D00A026416D007000F,52.3299,4.9214
RWS01_MONICA_00D00A026416D0070013,52.3299,4.9214
RWS01_MONICA_00D00A026416D0070307,52.3299,4.9214
RWS01_MONICA_00D00A026416D007030B,52.3299,4.9214
RWS01_MONICA_00D00A026C46D0050005,52.3288,4.9182
RWS01_MONICA_00D00A026C46D0050009,52.3288,4.9182
RWS01_MONICA_00D00A026C46D005000D,52.3288,4.9182
RWS01_MONICA_00D00A026C5D88200007,52.3291,4.9177
RWS01_MONICA_00D00A02742C88200007,52.3292,4.9155
RWS01_MONICA_10D00A003C0AD0070007,52.421,4.9067
RWS01_MONICA_10D00A003C0AD007000B,52.421,4.9067
RWS01_MONICA_10D00A003C0AD007000F,52.421,4.9067
RWS01_MONICA_10D00A015C3CD0050005,52.3748,4.9742
RWS01_MONICA_10D00A015C3CD0050009,52.3748,4.9742
RWS01_MONICA_10D00A015C3CD005000D,52.3748,4.9742
RWS01_MONICA_10D00A04741918200005,52.4032,4.8511
RWS01_MONICA_10D00A04741918200305,52.4032,4.8511
RWS01_MONICA_10D00A04783708200007,52.4036,4.8534
RWS01_MONICA_10D00A04783708200307,52.4036,4.8534
