Sensor Locations,Lat,Long
RWS01_MONIBAS_0101hrr0267ra0,52.38814,4.84451
RWS01_MONIBAS_0101hrr0271ra0,52.39229,4.84431
RWS01_MONIBAS_0101hrr0276ra0,52.39586,4.84504
RWS01_MONIBAS_0101hrr0281ra0,52.39984,4.84869
RWS01_MONIBAS_0101hrr0285ra0,52.40294,4.85225
RWS01_MONIBAS_0101hrr0290ra0,52.40694,4.85694
RWS01_MONIBAS_0101hrr0294ra0,52.40968,4.86032
RWS01_MONIBAS_0101hrr0301ra0,52.41458,4.86508
RWS01_MONIBAS_0101hrr0305ra0,52.41789,4.86826
RWS01_MONIBAS_0101hrr0308rb0,52.42008,4.87079
RWS01_MONIBAS_0101hrr0312ra0,52.42173,4.87482
RWS01_MONIBAS_0101hrr0317ra0,52.42434,4.88199
RWS04_BHD_12,52.348579,4.970488
RWS04_BHD_14,52.348646,4.970299
RWS04_BHD_19,52.402842,4.850989
RWS04_BHD_31,52.337587,4.814328
RWS04_BHD_32,52.338216,4.831238
RWS04_BHD_34,52.321226,4.914872
RWS04_BHD_37,52.354414,4.965114
RWS04_NWN_D41-rt2,52.322779,4.763549
RWS04_NWN_dBD117_rt2,52.475044,4.650461
RWS04_NWN_dBD118_rt2,52.459621,4.648149
RWS04_RD2_Bermdrip117,52.474413,4.651503
RWS04_RD2bermdrip118,52.457844,4.652091
RWS04_Z_RWSTRN277,52.384935,4.842732
RWS04_Z_RWSTRN278,52.384789,4.840863
RWS04_Z_RWSTRN279,52.384883,4.839342
RWS04_Z_RWSTRN280,52.384684,4.835601
RWS04_Z_RWSTRN281,52.384763,4.833764
RWS04_Z_RWSTRN282,52.3844,4.820246
RWS04_Z_RWSTRN284,52.383805,4.75515
RWS04_Z_RWSTRN286,52.386249,4.741149
RWS08_01,52.336331,4.809126
RWS08_03,52.340135,4.841736
RWS08_04,52.337226,4.812345
RWS08_05,52.403074,4.850873
RWS08_06,52.404602,4.852716
RWS08_09,52.409761,4.859618
RWS08_10,52.406265,4.85506
RWS08_101,52.338691,4.949031
RWS08_102,52.339088,4.950265
RWS08_103,52.338758,4.948937
RWS08_104,52.337972,4.94623
RWS08_12,52.413618,4.86328
RWS09_006,52.338213,4.83225
RWS09_007,52.380006,4.84485
RWS09_011,52.457833,4.838025
RWS09_012,52.42253,4.873196
RWS09_013,52.406229,4.855014
RWS09_014,52.393346,4.803517
RWS09_016,52.406215,4.854996
RWS09_017,52.395324,4.843951
RWS09_018,52.381862,4.844442
RWS09_026,52.351919,4.749448
RWS09_027,52.392875,4.777822
RWS09_028,52.393358,4.793913
RWS09_029,52.452191,4.657444
RWS09_030,52.398764,4.771072
RWS09_031,52.39761,4.778254
RWS09_032,52.397616,4.794278
RWS09_033,52.394287,4.80264
RWS09_034,52.390618,4.802757
RWS09_035,52.389344,4.818488
RWS09_036,52.390601,4.802869
RWS09_037,52.391984,4.802973
RWS09_038,52.394002,4.802995
RWS09_039,52.397848,4.794557
RWS09_040,52.397855,4.778641
RWS09_043,52.386933,4.736033
RWS09_047,52.38382,4.75452
RWS09_048,52.383813,4.758937
RWS09_049,52.384247,4.802945
RWS09_050,52.38437,4.818576
RWS09_051,52.384789,4.842922
RWS09_055,52.384793,4.842831
RWS09_056,52.38491,4.847339
RWS09_057,52.385076,4.855389
RWS09_058,52.385216,4.880851
RWS09_059,52.385078,4.855491
RWS09_062,52.384973,4.844126
RWS09_063,52.384901,4.840427
RWS09_095,52.383778,4.758996
RWS09_096,52.38125,4.759374
RWS09_098,52.36278,4.78662
RWS09_100,52.381241,4.759431
RWS09_101,52.381688,4.797777
RWS09_102,52.381706,4.797835
RWS09_103,52.382418,4.803216
RWS09_104,52.382471,4.806402
RWS09_105,52.383419,4.818351
RWS09_106,52.381359,4.821171
RWS09_108,52.377836,4.845928
RWS09_109,52.380602,4.85456
RWS09_110,52.385076,4.855411
RWS09_111,52.380797,4.854657
RWS09_112,52.378076,4.846206
RWS09_113,52.378049,4.843592
RWS09_114,52.381481,4.821554
RWS09_115,52.383137,4.81901
RWS09_116,52.384334,4.818648
RWS09_117,52.383419,4.819263
RWS09_118,52.382491,4.85131
RWS09_119,52.380812,4.854563
RWS09_120,52.382525,4.851423
RWS09_121,52.384885,4.847587
RWS09_122,52.388236,4.846055
RWS09_123,52.385036,4.8474
RWS09_124,52.382511,4.851334
RWS09_125,52.362679,4.786746
RWS09_126,52.375205,4.818959
RWS09_127,52.381317,4.821214
RWS09_128,52.376138,4.819036
RWS09_129,52.381661,4.797838
RWS09_130,52.375785,4.817892
RWS09_131,52.375754,4.818196
RWS09_132,52.372433,4.841533
RWS09_133,52.3757,4.819738
RWS09_134,52.375932,4.81833
RWS09_135,52.382409,4.806454
RWS09_136,52.382444,4.8032
RWS09_137,52.384214,4.803149
RWS09_138,52.390264,4.794479
RWS09_139,52.397577,4.794346
RWS09_140,52.390538,4.794473
RWS09_141,52.384415,4.803026
RWS09_142,52.384624,4.818858
RWS09_143,52.38782,4.81887
RWS09_144,52.391172,4.818474
RWS09_145,52.387909,4.818662
RWS09_146,52.391706,4.819036
RWS09_147,52.395133,4.808302
RWS09_148,52.395286,4.808666
RWS09_150,52.394026,4.803054
RWS09_151,52.387861,4.818929
RWS09_152,52.385952,4.835071
RWS09_153,52.388756,4.845446
RWS09_154,52.391819,4.855186
RWS09_155,52.388505,4.846394
RWS09_156,52.385954,4.835429
RWS09_157,52.384889,4.834765
RWS09_158,52.385931,4.835359
RWS09_159,52.391545,4.835676
RWS09_160,52.385972,4.835189
RWS09_161,52.391348,4.819344
RWS09_162,52.391598,4.835505
RWS09_163,52.391635,4.843211
RWS09_164,52.39163,4.84521
RWS09_165,52.391846,4.854993
RWS09_166,52.399956,4.849491
RWS09_167,52.392128,4.85518
RWS09_168,52.391982,4.84509
RWS09_169,52.391962,4.843122
RWS09_170,52.391998,4.83638
RWS09_171,52.391711,4.818407
RWS09_172,52.393256,4.86754
RWS09_173,52.400482,4.850342
RWS09_174,52.393219,4.867603
RWS09_175,52.391901,4.855575
RWS09_176,52.39305,4.868853
RWS09_177,52.385035,4.88129
RWS09_178,52.372079,4.841516
RWS09_179,52.374647,4.858478
RWS09_180,52.385029,4.881354
RWS09_181,52.374649,4.858503
RWS09_200,52.38017,4.844929
RWS09_201,52.384136,4.843919
RWS09_202,52.381688,4.797825
RWS09_205,52.397565,4.778307
RWS09_206,52.394555,4.77824
RWS09_207,52.392033,4.778529
RWS09_208,52.394837,4.778528
RWS09_209,52.39197,4.778531
RWS09_210,52.392891,4.777898
RWS09_211,52.394547,4.778528
RWS09_213,52.393361,4.794834
RWS09_214,52.392149,4.802601
RWS09_215,52.394245,4.802538
RWS09_216,52.393381,4.802858
RWS09_217,52.390349,4.794797
RWS09_218,52.390435,4.802475
RWS09_219,52.382475,4.806475
RWS09_220,52.38341,4.81835
RWS09_222,52.374976,4.842975
