Sensor Locations,Lat,Long
GAD03_1098_893,52.39552,4.778536
GAD03_1099_1100,52.370469,4.83149
GAD03_1100_1099,52.369604,4.837675
GAD03_1100_927,52.369717,4.836899
GAD03_1101_153-1,52.366254,4.900293
GAD03_1102_443-2,52.368764,4.921763
GAD03_1102_445,52.368713,4.921911
GAD03_1103_103,52.381464,4.89191
GAD03_1103_104,52.381418,4.891645
GAD03_1104_1105,52.302401,5.03661
GAD03_1105_1106,52.302749,5.026337
GAD03_1106_1107,52.303823,5.014429
GAD03_1107_1108,52.310264,5.001692
GAD03_1108_345,52.315445,4.995415
GAD03_1109_1019,52.408173,4.914045
GAD03_1109_1110,52.408368,4.914276
GAD03_1109_218,52.432148,4.869448
GAD03_1110_1109,52.402994,4.912034
GAD03_1110_206,52.403283,4.911699
GAD03_1120_1121,52.382836,4.970574
GAD03_1120_246-2,52.382299,4.970565
GAD03_1121_1120,52.373476,4.962528
GAD03_1121_467,52.37384,4.962397
GAD03_1123_357,52.304151,4.944542
GAD03_1123_362,52.304278,4.944581
GAD03_1124_335,52.305948,4.949813
GAD03_1124_357,52.306149,4.949917
GAD03_1125_333,52.288294,4.94779
GAD03_1126_1127,52.318885,4.962537
GAD03_1126_316,52.318615,4.96205
GAD03_1127_1126,52.318253,4.960979
GAD03_1127_312,52.318522,4.961498
GAD03_1128_306,52.322195,4.952316
GAD03_1128_315,52.322345,4.952535
GAD03_1129_1130,52.326697,4.965529
GAD03_1129_318,52.326853,4.965718
GAD03_1130_1025,52.327366,4.967555
GAD03_1130_1129,52.327438,4.967795
GAD03_1131_1024,52.320735,4.968285
GAD03_113-1_121-3,52.373304,4.89049
GAD03_1131_316,52.320991,4.96882
GAD03_113-2_113-1,52.373623,4.890638
GAD03_1133_324,52.311541,4.941722
GAD03_1133_326-2,52.311591,4.941674
GAD03_1134_313,52.310745,4.932489
GAD03_1135_564,52.349261,4.857726
GAD03_1135_679-2,52.35004,4.857123
GAD03_1136_883,52.392024,4.778529
GAD03_1137_889,52.392026,4.802972
GAD03_1138_953-2,52.37086,4.81639
GAD03_1138_961,52.370672,4.816345
GAD03_1139_1140,52.362741,4.787485
GAD03_1140_1139,52.359742,4.789264
GAD03_1140_970,52.360081,4.788957
GAD03_1141_865,52.347843,4.798081
GAD03_1142_946,52.352502,4.82753
GAD03_1142_949,52.352643,4.827311
GAD03_1143_943,52.357395,4.827602
GAD03_1144_941,52.370771,4.830357
GAD03_1144_964,52.370175,4.83071
GAD03_1145_1146,52.33876,4.812845
GAD03_1146_1145,52.337401,4.813984
GAD03_1146_1147,52.337517,4.813531
GAD03_1147_1146,52.33724,4.821773
GAD03_1147_948,52.337075,4.821356
GAD03_117_104,52.38164,4.896059
GAD03_117_118,52.38151,4.896449
GAD03_118_117,52.385422,4.893252
GAD03_118_119,52.385419,4.893252
GAD03_119_118,52.389492,4.891328
GAD03_121_3_113-1,52.373156,4.889559
GAD03_121-1_121-2,52.37328,4.888437
GAD03_121-1_122-2,52.373306,4.888644
GAD03_121-2_121-1,52.373281,4.889237
GAD03_121-2_121-3,52.373198,4.889014
GAD03_121-3_121-2,52.373244,4.88985
GAD03_122_2-122_1,52.373367,4.887519
GAD03_122-1_122-2,52.373442,4.886836
GAD03_122-1_123-2,52.373453,4.887033
GAD03_122-2_121-1,52.37334,4.887342
GAD03_123-1_123-2,52.373951,4.884566
GAD03_123-1_124-2,52.374055,4.884856
GAD03_123-2_122-1,52.37396,4.885233
GAD03_123-2_123-1,52.373966,4.885392
GAD03_124-1_124-2,52.37389,4.882648
GAD03_124-1_125,52.373995,4.88289
GAD03_124-2_123-1,52.37397,4.883232
GAD03_124-2_124-1,52.374109,4.883515
GAD03_125_124-1,52.373251,4.88009
GAD03_125-126,52.373265,4.880147
GAD03_126_125,52.372047,4.875486
GAD03_126-127,52.372356,4.876144
GAD03_127_126,52.371743,4.874153
GAD03_127_128,52.371827,4.874093
GAD03_127_130,52.371781,4.874109
GAD03_127_158,52.371792,4.874105
GAD03_128_127,52.370853,4.870187
GAD03_128_931,52.371097,4.870781
GAD03_130_127,52.374131,4.874996
GAD03_130_131,52.374146,4.875189
GAD03_130_132,52.374124,4.87513
GAD03_131_130,52.374518,4.872622
GAD03_131_918,52.374797,4.872911
GAD03_132_101,52.37861,4.877761
GAD03_132_130,52.378674,4.877738
GAD03_144_101,52.390726,4.884871
GAD03_144_119,52.390676,4.884964
GAD03_144_975,52.390717,4.884986
GAD03_144_976,52.390755,4.884928
GAD03_153-1_153-2,52.372548,4.893011
GAD03_153-2_152,52.373296,4.893454
GAD03_158_127,52.368344,4.876315
GAD03_158_502,52.368325,4.876339
GAD03_201-1_201-2,52.388997,4.920426
GAD03_201-1_Meeuwenlaan,52.389134,4.919962
GAD03_201-2_201-1,52.389563,4.918601
GAD03_201-2_203-1,52.389599,4.919248
GAD03_203-1_1068,52.391974,4.91249
GAD03_203-1_201-2,52.392076,4.912543
GAD03_203-1_203-2,52.392424,4.912645
GAD03_203-2_203-1,52.39285,4.912635
GAD03_203-2_204,52.392162,4.912831
GAD03_204_203-2,52.394608,4.911966
GAD03_204_207,52.394389,4.912305
GAD03_206_1110,52.399939,4.910338
GAD03_206_207,52.400128,4.910643
GAD03_207_1068,52.398592,4.906879
GAD03_207_204,52.398685,4.906583
GAD03_207_206,52.398653,4.90694
GAD03_207_215,52.398591,4.907283
GAD03_208_1018,52.406795,4.892825
GAD03_208_215,52.406971,4.892124
GAD03_215_207,52.402895,4.896986
GAD03_215_208,52.402835,4.897515
GAD03_216_1017,52.419488,4.877904
GAD03_216_222,52.419134,4.877541
GAD03_218_220,52.426289,4.876209
GAD03_220_221,52.423725,4.882665
GAD03_221_220,52.420822,4.883422
GAD03_221_222,52.421147,4.883505
GAD03_222_216,52.42016,4.880324
GAD03_222_221,52.419843,4.879911
GAD03_223_224,52.409071,4.940762
GAD03_223_247310,52.408691,4.940761
GAD03_224_223,52.406578,4.938546
GAD03_224_225,52.406733,4.938259
GAD03_224_Havikslaan,52.405711,4.936756
GAD03_225_1015,52.404261,4.934838
GAD03_225_224,52.40402,4.935518
GAD03_225_238,52.404937,4.935694
GAD03_227_1069,52.396023,4.929503
GAD03_227_1073,52.396117,4.92989
GAD03_227_1074,52.396106,4.929394
GAD03_227_228,52.396308,4.929741
GAD03_228_1070,52.393075,4.92757
GAD03_228_227,52.393044,4.927534
GAD03_230_1021,52.416167,4.912479
GAD03_230_231,52.415891,4.912425
GAD03_231_230,52.417372,4.913317
GAD03_231_230_V2,52.417397,4.913331
GAD03_232-231,52.420388,4.911789
GAD03_237_1019,52.406395,4.921437
GAD03_237-238,52.406486,4.920853
GAD03_238-237,52.40303,4.93215
GAD03_239_240,52.402052,4.933894
GAD03_240_1069,52.40109,4.935834
GAD03_240_239,52.401064,4.936147
GAD03_240_242,52.401124,4.935766
GAD03_242_240,52.399111,4.94574
GAD03_242_243,52.399194,4.945231
GAD03_243_242,52.397314,4.951759
GAD03_243_244,52.397403,4.951454
GAD03_244_1023,52.396041,4.954473
GAD03_244_243,52.395759,4.954669
GAD03_246-1_1022,52.389815,4.96586
GAD03_246-2_1120,52.388422,4.966774
GAD03_247310_223,52.42077,4.949823
GAD03_247312_247310,52.421908,4.953624
GAD03_303_1038,52.332972,4.923113
GAD03_303_1039,52.332662,4.923622
GAD03_304_1036,52.328145,4.92755
GAD03_305_307,52.324573,4.929809
GAD03_306_1128,52.323532,4.956043
GAD03_306_317,52.323318,4.955662
GAD03_307_309,52.317243,4.932117
GAD03_308-1_308-2,52.311334,4.937488
GAD03_308-1_324,52.311404,4.937085
GAD03_308-2_308-1,52.312053,4.936495
GAD03_309_308-2,52.313723,4.934998
GAD03_310_311,52.317378,4.9502
GAD03_310_313,52.317131,4.950316
GAD03_310_315,52.317017,4.950652
GAD03_311_310,52.315421,4.952452
GAD03_311_312,52.315372,4.952034
GAD03_312_1127,52.316199,4.954968
GAD03_312_311,52.316448,4.955382
GAD03_312_320,52.316242,4.95503
GAD03_313_1134,52.315626,4.945606
GAD03_313_310,52.315392,4.945302
GAD03_315_1128,52.320452,4.947593
GAD03_315_310,52.320697,4.947758
GAD03_316_1126,52.319882,4.965296
GAD03_316_1131,52.319639,4.965109
GAD03_317_306,52.324504,4.958887
GAD03_317_318,52.324284,4.958484
GAD03_318_1129,52.325393,4.961669
GAD03_318_317,52.32553,4.961815
GAD03_319_320,52.311729,4.950455
GAD03_319_328,52.311951,4.95066
GAD03_320_312,52.313983,4.95693
GAD03_320_319,52.31433,4.956766
GAD03_321-1_321-2,52.308974,4.958581
GAD03_321-1_335,52.309177,4.95882
GAD03_321-2_321-1,52.309953,4.961072
GAD03_321-2_323-1,52.309773,4.960817
GAD03_323-1_321-2,52.312011,4.967048
GAD03_324_1133,52.310467,4.938318
GAD03_324_308-1,52.310331,4.9384
GAD03_324_325,52.310513,4.937843
GAD03_325_1034,52.308427,4.93971
GAD03_325_324,52.308039,4.940485
GAD03_326-1-1081,52.309064,4.942762
GAD03_326-2_1133,52.309664,4.943822
GAD03_326-2_328,52.309602,4.943519
GAD03_328_319,52.31067,4.947414
GAD03_328_326-2,52.31089,4.947522
GAD03_329_330,52.30224,4.944691
GAD03_329_362,52.301987,4.94508
GAD03_330_329,52.300582,4.946411
GAD03_330_331,52.300658,4.946073
GAD03_331_330,52.298557,4.948266
GAD03_331_332,52.298648,4.947916
GAD03_332_331,52.29499,4.951107
GAD03_332_333,52.295243,4.951047
GAD03_332_349,52.295065,4.951338
GAD03_333_1125,52.293931,4.948187
GAD03_333_332,52.293528,4.947665
GAD03_334_1001,52.30035,4.966557
GAD03_334_349,52.300408,4.966731
GAD03_335_1124,52.30773,4.95454
GAD03_335_321-1,52.307486,4.954281
GAD03_337_1032,52.316656,4.980611
GAD03_337_339,52.316384,4.980579
GAD03_339_337,52.318829,4.984232
GAD03_339_340,52.318727,4.984424
GAD03_340_1024,52.323239,4.980756
GAD03_340_339,52.323357,4.98038
GAD03_342-1_342-2,52.307529,4.971542
GAD03_342-1_346,52.307459,4.971404
GAD03_342-2_1018,52.308628,4.970538
GAD03_342-2_342-1,52.308537,4.970433
GAD03_344_345,52.31147,4.984972
GAD03_345_1108,52.312643,4.98912
GAD03_345_344,52.312866,4.989484
GAD03_346_1002,52.306625,4.973393
GAD03_346_342-1,52.30669,4.973428
GAD03_349_332,52.297791,4.958911
GAD03_349_334,52.29774,4.959097
GAD03_357_1078,52.305046,4.946439
GAD03_357_1079,52.304821,4.9469
GAD03_357_1123,52.305102,4.946948
GAD03_357_1124,52.304828,4.946431
GAD03_362_1034,52.303736,4.943744
GAD03_362_1123,52.303803,4.94356
GAD03_362_329,52.303956,4.943281
GAD03_401-1_401-2,52.371491,4.911638
GAD03_401-1_403,52.371671,4.910404
GAD03_401-1_440,52.371705,4.910677
GAD03_401-2_401-1,52.371772,4.910469
GAD03_401-2_402,52.371562,4.911463
GAD03_401-2_403,52.371522,4.911549
GAD03_401-2_806,52.371755,4.910866
GAD03_402_1012,52.373124,4.912357
GAD03_402_401-1,52.373477,4.912122
GAD03_403_404-3,52.370171,4.908323
GAD03_403_440,52.370047,4.908229
GAD03_404-1_404-3,52.367534,4.904226
GAD03_404-1_406,52.367609,4.903928
GAD03_404-3_403,52.368409,4.904164
GAD03_404-3_404-1,52.368568,4.904238
GAD03_406_404-1,52.36416,4.906321
GAD03_406_409,52.36436,4.905986
GAD03_409_406,52.360994,4.908162
GAD03_409_410-2,52.361342,4.907786
GAD03_410-1_410-2,52.358643,4.909607
GAD03_410-1_411,52.358608,4.909446
GAD03_410-2_409,52.35989,4.908859
GAD03_410-2_410-1,52.36003,4.908551
GAD03_411_410-1,52.357511,4.910301
GAD03_411_412,52.35746,4.910112
GAD03_412_411,52.356403,4.910981
GAD03_412_413,52.356342,4.910782
GAD03_413_412,52.353605,4.91266
GAD03_413_414,52.353556,4.91246
GAD03_414_413,52.350697,4.91549
GAD03_414_417,52.350624,4.915398
GAD03_415_1045,52.347776,4.918591
GAD03_415-1_415-2,52.348482,4.920376
GAD03_415-2_415-3,52.348401,4.919788
GAD03_415-3_417,52.348579,4.918704
GAD03_415-4_415-5,52.348579,4.918291
GAD03_415-5_481,52.348215,4.919345
GAD03_417_414,52.349814,4.916935
GAD03_417_415-4,52.349724,4.916842
GAD03_420_432,52.363011,4.920252
GAD03_420_446,52.362912,4.9204
GAD03_422_1033,52.359853,4.925505
GAD03_422_424,52.36021,4.925062
GAD03_422_452,52.360024,4.925684
GAD03_424_422,52.353632,4.930849
GAD03_424_425,52.353836,4.930365
GAD03_425_424,52.350799,4.935429
GAD03_425_436,52.35099,4.935341
GAD03_425_439,52.350955,4.934858
GAD03_425_455,52.35075,4.934947
GAD03_426_437,52.347828,4.939914
GAD03_426_439,52.347712,4.940416
GAD03_432_1016,52.361552,4.915245
GAD03_432_420,52.361489,4.915237
GAD03_436_1045,52.347683,4.929514
GAD03_436_425,52.347457,4.929057
GAD03_437_426,52.343302,4.947468
GAD03_437_478,52.342322,4.948679
GAD03_439_425,52.349028,4.938238
GAD03_439_426,52.34912,4.937833
GAD03_440_401-2,52.371212,4.912443
GAD03_440_442,52.371127,4.912377
GAD03_442_440,52.371208,4.915042
GAD03_442_445,52.371135,4.9151
GAD03_442_463,52.371143,4.915123
GAD03_443-1_443-2,52.366937,4.925248
GAD03_443-1_446,52.367106,4.925081
GAD03_443-2_1102,52.367323,4.925533
GAD03_443-2_443-1,52.367516,4.925296
GAD03_444_447,52.368467,4.933816
GAD03_444_448,52.368467,4.933701
GAD03_445_1102,52.369654,4.91918
GAD03_445_442,52.3696,4.919358
GAD03_446_420,52.365912,4.926767
GAD03_446_443-1,52.365805,4.926867
GAD03_446_454,52.3658,4.926887
GAD03_447_444,52.371109,4.934081
GAD03_447_466,52.371116,4.934241
GAD03_448_444,52.366211,4.933858
GAD03_448_449,52.366213,4.933855
GAD03_448_454,52.366264,4.933766
GAD03_449_1077,52.366133,4.939292
GAD03_449_448,52.366137,4.939693
GAD03_449_452,52.366315,4.939491
GAD03_450_1022,52.365113,4.948295
GAD03_450_1077,52.365237,4.948505
GAD03_450_452,52.365392,4.948754
GAD03_452_422,52.361771,4.94014
GAD03_452_449,52.361398,4.939835
GAD03_452_450,52.361539,4.939394
GAD03_452_456,52.361555,4.939778
GAD03_453_467,52.369704,4.968327
GAD03_453_469,52.36957,4.968177
GAD03_454_446,52.366108,4.932239
GAD03_454_448,52.366019,4.932164
GAD03_455_425,52.353261,4.939238
GAD03_455_456,52.353202,4.939137
GAD03_456_452,52.357865,4.941047
GAD03_456_455,52.358294,4.940991
GAD03_459_105,52.378216,4.904848
GAD03_459_460,52.378208,4.904975
GAD03_459-1_459-2,52.378062,4.906608
GAD03_460_461,52.377323,4.913027
GAD03_460-459-1,52.377376,4.913124
GAD03_461_460,52.377047,4.916321
GAD03_461_462,52.376966,4.916281
GAD03_462_461,52.376769,4.918456
GAD03_462_463,52.376701,4.918407
GAD03_463_442,52.376151,4.92157
GAD03_463_462,52.376315,4.921722
GAD03_463_464,52.376237,4.921676
GAD03_464_463,52.375088,4.929026
GAD03_464_466,52.375008,4.928992
GAD03_466_447,52.372365,4.933614
GAD03_466_464,52.372343,4.933821
GAD03_466_467,52.372322,4.93374
GAD03_467_1022,52.372357,4.962334
GAD03_467_1121,52.371795,4.962472
GAD03_467_453,52.371979,4.962362
GAD03_467_466,52.372172,4.962395
GAD03_468_471,52.360815,4.984939
GAD03_468_472,52.360774,4.984864
GAD03_469_453,52.368324,4.970914
GAD03_469_470,52.368216,4.97071
GAD03_470_469,52.366426,4.97447
GAD03_470_471,52.366305,4.974312
GAD03_471_468,52.363025,4.980629
GAD03_471_470,52.363069,4.980684
GAD03_472_468,52.359505,4.987431
GAD03_472_473,52.359404,4.987266
GAD03_473_472,52.357659,4.990891
GAD03_473_474,52.357508,4.990694
GAD03_474_473,52.355296,4.995333
GAD03_475_474,52.352928,4.999755
GAD03_478_437,52.341134,4.951127
GAD03_478_479,52.341185,4.950624
GAD03_479_478,52.340237,4.952802
GAD03_480_1006,52.336235,4.94336
GAD03_480_481,52.336315,4.943616
GAD03_481_415-1,52.338332,4.939809
GAD03_481_480,52.338239,4.939567
GAD03_487_475,52.335181,5.004693
GAD03_502_158,52.366089,4.877864
GAD03_502_577,52.366095,4.877854
GAD03_522142_1134,52.30946,4.929627
GAD03_526_527,52.357775,4.899358
GAD03_527_526,52.358306,4.901736
GAD03_527_528,52.358311,4.901764
GAD03_528_1017,52.358713,4.903808
GAD03_528_527,52.358712,4.903795
GAD03_528_529,52.358703,4.903798
GAD03_529_528,52.355847,4.905156
GAD03_529_662,52.356156,4.905053
GAD03_535_551,52.352123,4.886072
GAD03_535_670,52.35233,4.886136
GAD03_541_526,52.358082,4.890842
GAD03_541_590,52.358084,4.890829
GAD03_551_535,52.354763,4.886379
GAD03_551_591,52.354431,4.886393
GAD03_564_1135,52.351682,4.856429
GAD03_564_565-1,52.351295,4.856814
GAD03_564_598,52.351496,4.856542
GAD03_565-1_564,52.353701,4.85581
GAD03_565-1_565-2,52.353595,4.855848
GAD03_565-2_565-1,52.354913,4.855329
GAD03_565-2_571,52.354818,4.855552
GAD03_568_1084,52.354997,4.85032
GAD03_568_569,52.354817,4.850332
GAD03_568_952,52.354916,4.850326
GAD03_569_568,52.357972,4.850225
GAD03_569_580,52.35796,4.850235
GAD03_569_936,52.358162,4.85056
GAD03_571_565-2,52.357639,4.855107
GAD03_571_572,52.357718,4.855058
GAD03_571_580,52.357832,4.855619
GAD03_572_571,52.359047,4.860155
GAD03_572_573,52.358905,4.860163
GAD03_573_572,52.360355,4.865594
GAD03_573_575,52.360226,4.865558
GAD03_575_573,52.362393,4.873658
GAD03_575_576,52.362284,4.873651
GAD03_576_575,52.362843,4.875387
GAD03_576_577,52.362668,4.875224
GAD03_577_502,52.363784,4.878913
GAD03_577_576,52.363765,4.878968
GAD03_577_578,52.363793,4.878772
GAD03_578_577,52.362912,4.880251
GAD03_578_583,52.362846,4.880066
GAD03_580_569,52.358223,4.85386
GAD03_580_571,52.358082,4.853304
GAD03_580_597,52.358449,4.853629
GAD03_583_578,52.361715,4.882269
GAD03_583_589,52.361664,4.882279
GAD03_586_590,52.358715,4.886376
GAD03_586_591,52.358876,4.886396
GAD03_589_583,52.360596,4.886047
GAD03_589_590,52.360544,4.885953
GAD03_590_541,52.360123,4.886777
GAD03_590_586,52.360122,4.886783
GAD03_590_589,52.36014,4.88688
GAD03_591_551,52.357684,4.886259
GAD03_591_586,52.357564,4.886252
GAD03_597_580,52.361935,4.853165
GAD03_597_935,52.361731,4.853372
GAD03_598_1084,52.350853,4.854237
GAD03_598_564,52.350831,4.854064
GAD03_635_639,52.340993,4.892084
GAD03_635_640,52.340481,4.892513
GAD03_635_653,52.340722,4.892551
GAD03_639_635,52.338884,4.892257
GAD03_639_642,52.339024,4.891903
GAD03_640_635,52.342201,4.89221
GAD03_640_654,52.341762,4.892604
GAD03_642_639,52.337398,4.891926
GAD03_642_643-2,52.337811,4.891765
GAD03_643-1_643-2,52.333734,4.89018
GAD03_643-1_692,52.334125,4.889807
GAD03_643-2_642,52.334471,4.89021
GAD03_643-2_643-1,52.334907,4.889824
GAD03_643-2_686,52.334734,4.889746
GAD03_649_651,52.343378,4.913029
GAD03_649_662,52.343095,4.91315
GAD03_651_1046,52.340422,4.907928
GAD03_651_649,52.340284,4.907628
GAD03_651_652,52.340358,4.907404
GAD03_652_651,52.340357,4.901522
GAD03_652_653,52.340438,4.901994
GAD03_653_635,52.340625,4.897703
GAD03_653_652,52.340547,4.897161
GAD03_654_1048,52.34402,4.890835
GAD03_654_640,52.344197,4.89025
GAD03_655_1048,52.347184,4.880002
GAD03_655_656,52.347215,4.880067
GAD03_655_671,52.347169,4.879966
GAD03_656_655,52.346807,4.876566
GAD03_656_659-2,52.34694,4.877173
GAD03_656_676,52.346801,4.876775
GAD03_659-1_659-2,52.346344,4.866886
GAD03_659-1_660,52.346539,4.867229
GAD03_659-2_656,52.346483,4.868045
GAD03_659-2_659-1,52.346635,4.86836
GAD03_660_1061,52.346051,4.864161
GAD03_660_659-1,52.345947,4.863897
GAD03_661_415,52.347453,4.913512
GAD03_661_662,52.347566,4.913859
GAD03_662_529,52.347044,4.911883
GAD03_662_649,52.347326,4.911573
GAD03_662_661,52.347184,4.911764
GAD03_662_664,52.347237,4.911592
GAD03_670_535,52.349855,4.885548
GAD03_670_671,52.349971,4.885855
GAD03_671_655,52.348879,4.883414
GAD03_671_670,52.348605,4.882852
GAD03_675-1_675-2,52.343068,4.85736
GAD03_675-1_680,52.343246,4.857023
GAD03_675-2_675-1,52.344006,4.85675
GAD03_675-2_679-1,52.343957,4.857056
GAD03_676_656,52.340547,4.877044
GAD03_676_691,52.341419,4.876822
GAD03_678_681,52.321531,4.857505
GAD03_679-1_675-2,52.34512,4.856815
GAD03_679-1_679-2,52.344766,4.856793
GAD03_679-2_1061,52.345017,4.857339
GAD03_679-2_1135,52.345283,4.857922
GAD03_679-2_679-1,52.345346,4.858275
GAD03_680_675-1,52.340888,4.857808
GAD03_680_699,52.341303,4.857581
GAD03_681_1057,52.327573,4.857487
GAD03_681_697,52.327752,4.857485
GAD03_682_687,52.331906,4.869046
GAD03_682_697,52.332264,4.868693
GAD03_683_688,52.335256,4.859966
GAD03_683_695,52.335086,4.859852
GAD03_686_643-2,52.334996,4.878193
GAD03_686_687,52.335164,4.879092
GAD03_686_690,52.334962,4.878642
GAD03_686_691,52.335111,4.878706
GAD03_687_682,52.335182,4.868661
GAD03_687_686,52.334992,4.868418
GAD03_687_693,52.33507,4.869225
GAD03_687_698,52.334865,4.869004
GAD03_688_1060,52.335459,4.857416
GAD03_688_683,52.335092,4.857676
GAD03_688_689,52.334934,4.857627
GAD03_689_699,52.337015,4.857745
GAD03_690_1083,52.332246,4.879456
GAD03_690_686,52.331942,4.879454
GAD03_691_676,52.336597,4.877519
GAD03_691_686,52.336896,4.87703
GAD03_692_1047,52.332249,4.889783
GAD03_692_643-1,52.331955,4.890159
GAD03_693_687,52.334992,4.865618
GAD03_693_695,52.335057,4.865915
GAD03_694_1047,52.327877,4.879127
GAD03_694_1082,52.328031,4.879471
GAD03_694_697,52.328051,4.879703
GAD03_695_683,52.33526,4.862044
GAD03_695_693,52.335053,4.861439
GAD03_696_659-1,52.340464,4.868597
GAD03_696_698,52.340721,4.868367
GAD03_697_681,52.327847,4.861854
GAD03_697_682,52.327862,4.869059
GAD03_697_694,52.327784,4.868865
GAD03_698_687,52.336746,4.868634
GAD03_698_696,52.336531,4.868989
GAD03_699_680,52.339048,4.857709
GAD03_806_106,52.37487,4.904167
GAD03_806_401-2,52.374987,4.903723
GAD03_851_1090,52.346152,4.816174
GAD03_851_857,52.346603,4.815953
GAD03_857_1089,52.344938,4.811322
GAD03_857_851,52.344947,4.811074
GAD03_857_858,52.345038,4.811814
GAD03_858_857,52.345526,4.806159
GAD03_858_859,52.345272,4.806514
GAD03_859_1062,52.349488,4.804536
GAD03_859_1063,52.349276,4.803829
GAD03_859_858,52.349326,4.804144
GAD03_859_865,52.349471,4.804452
GAD03_859_949,52.349334,4.804137
GAD03_861_863,52.354427,4.771201
GAD03_863_861,52.348932,4.78688
GAD03_863_864,52.348881,4.786981
GAD03_864_863,52.350033,4.789492
GAD03_864_865,52.349863,4.789499
GAD03_865_1062,52.350716,4.793716
GAD03_865_1141,52.351038,4.793826
GAD03_865_859,52.350754,4.793911
GAD03_865_864,52.350654,4.794196
GAD03_865_866,52.350788,4.794086
GAD03_865_970,52.350637,4.794206
GAD03_866_865,52.352186,4.800365
GAD03_866_956-1,52.351943,4.799831
GAD03_883_1097,52.394708,4.778256
GAD03_883_1098,52.394484,4.778528
GAD03_883_1136,52.394735,4.778258
GAD03_883_893,52.394502,4.778528
GAD03_889_1137,52.394165,4.802632
GAD03_889_891,52.394198,4.802989
GAD03_889_965,52.394049,4.802829
GAD03_891_1096,52.397461,4.794349
GAD03_891_889,52.397613,4.794434
GAD03_891_893,52.397849,4.794416
GAD03_893_1098,52.397601,4.778311
GAD03_893_883,52.397574,4.778308
GAD03_893_891,52.397609,4.778414
GAD03_893_894,52.397857,4.778441
GAD03_894_893,52.39871,4.771223
GAD03_894_895,52.398929,4.771345
GAD03_895_894,52.402894,4.75942
GAD03_895_896,52.402937,4.759787
GAD03_896_895,52.406194,4.757699
GAD03_901_1094,52.384335,4.803142
GAD03_902_907,52.38437,4.818635
GAD03_902_972,52.38437,4.818741
GAD03_902_986,52.384578,4.818975
GAD03_903_967,52.384916,4.847573
GAD03_903_990,52.385007,4.847634
GAD03_904_912,52.38505,4.855418
GAD03_904_967,52.385078,4.855476
GAD03_904_978,52.385077,4.855455
GAD03_905_906,52.385355,4.869589
GAD03_905_973,52.385357,4.86961
GAD03_906_101,52.385459,4.874952
GAD03_906_905,52.385449,4.874926
GAD03_907_902,52.381458,4.821666
GAD03_907_909,52.381328,4.821376
GAD03_908_923,52.373047,4.83542
GAD03_908_963,52.37321,4.835573
GAD03_909_907,52.379803,4.832332
GAD03_909_910,52.379663,4.832159
GAD03_910_909,52.378023,4.843781
GAD03_910_924,52.377719,4.84439
GAD03_910-1_910-2,52.377863,4.843522
GAD03_910-2_910-1,52.377883,4.844753
GAD03_911_920,52.37339,4.852489
GAD03_911_921,52.373439,4.852432
GAD03_912_904,52.380589,4.85454
GAD03_912_924,52.380754,4.854589
GAD03_913_1065,52.400575,4.850734
GAD03_913_1066,52.4006,4.850084
GAD03_914_915-2,52.391997,4.847234
GAD03_914_980,52.391722,4.84725
GAD03_915-1_915-2,52.391628,4.843461
GAD03_915-1_981,52.391973,4.843345
GAD03_915-2_914,52.391618,4.844961
GAD03_915-2_915-1,52.391987,4.844916
GAD03_916_984,52.39166,4.835675
GAD03_916-1_916-2,52.391599,4.835652
GAD03_916-2_981,52.391596,4.836329
GAD03_916-3_916-4,52.391997,4.836277
GAD03_916-4_987,52.391976,4.835632
GAD03_918_131,52.375744,4.867401
GAD03_918_919,52.375827,4.867491
GAD03_919_918,52.375181,4.862665
GAD03_919_920,52.375187,4.862721
GAD03_920_911,52.374669,4.85868
GAD03_920_919,52.374655,4.858544
GAD03_921_911,52.37269,4.848843
GAD03_921_924,52.37261,4.849053
GAD03_921_927,52.372834,4.848709
GAD03_921_929,52.372784,4.84893
GAD03_922_923,52.372443,4.84162
GAD03_922_929,52.372003,4.842732
GAD03_922-1_922-2,52.372119,4.84123
GAD03_922-3_922-4,52.372302,4.843044
GAD03_923_908,52.372662,4.838888
GAD03_923_922,52.372586,4.838279
GAD03_924_910,52.378091,4.846291
GAD03_924_912,52.377875,4.846116
GAD03_924_921,52.377807,4.846056
GAD03_925_927,52.367138,4.8526
GAD03_925_935,52.367223,4.852368
GAD03_927_1100,52.370142,4.850444
GAD03_927_921,52.36982,4.850482
GAD03_927_925,52.370163,4.85009
GAD03_927_928,52.370016,4.85012
GAD03_928_927,52.37071,4.853784
GAD03_928_930,52.370547,4.853641
GAD03_929_921,52.372343,4.84675
GAD03_929_922,52.37261,4.847931
GAD03_930_928,52.371485,4.859038
GAD03_930_931,52.371377,4.858713
GAD03_931_128,52.370147,4.867018
GAD03_931_930,52.370313,4.867295
GAD03_935_597,52.364402,4.853085
GAD03_935_925,52.364022,4.853283
GAD03_936_569,52.357754,4.843107
GAD03_939_1085,52.351615,4.841158
GAD03_939_1086,52.351485,4.840526
GAD03_941_1144,52.363709,4.827118
GAD03_941_943,52.364216,4.826971
GAD03_943_941,52.359096,4.827286
GAD03_943_946,52.359227,4.827141
GAD03_946_1093,52.356219,4.82717
GAD03_946_1142,52.356365,4.827188
GAD03_946_1143,52.355995,4.827444
GAD03_948_1147,52.34161,4.827603
